track_name,track_gauge,track_ownership,land_ownership,railcode,shape_Length,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORT AUGUSTA WORKSHOPS TRACK,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.00269582,"MULTILINESTRING ((137.76774274800005 -32.49577695599993, 137.76765112100009 -32.49560850599994, 137.76755786400008 -32.49547275599997, 137.7674545960001 -32.49535277699994, 137.7672473870001 -32.49517728, 137.76702532900003 -32.49503099299994, 137.766732455 -32.49488401999997, 137.7665231620001 -32.49481300799994, 137.76628296100012 -32.49476044499994, 137.76601998400008 -32.494735041999945, 137.76573409500008 -32.494732357999965, 137.76543714900004 -32.494766725999966))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURRA - HALLETT, ,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.275964167,"MULTILINESTRING ((138.91945125900008 -33.67413486399994, 138.92255984300004 -33.67157961399994, 138.92314339400002 -33.671115430999976, 138.9234263200001 -33.67067970599993, 138.92366124900002 -33.670206554999936, 138.9237767080001 -33.66965937899994, 138.924191317 -33.66797713699998, 138.92425962200002 -33.66741195299994, 138.92419380600006 -33.66696749399995, 138.9240387440001 -33.66660328499995, 138.92386202500006 -33.66627860899996, 138.92363899600002 -33.66595534099997, 138.92332406700007 -33.66565419699998, 138.92282197800012 -33.66531996899994, 138.92210781900008 -33.66491452799994, 138.92129995300002 -33.66449260099995, 138.91997703800007 -33.66396965299998, 138.91846614500002 -33.66339430499994, 138.9178531660001 -33.66317984099993, 138.91709682600003 -33.66287274399997, 138.91652596000006 -33.66256001499994, 138.91633627500005 -33.66246867899997, 138.91547458900004 -33.661873491999984, 138.9149210710001 -33.66142437299993, 138.91406833300005 -33.660498864999965, 138.91339449300006 -33.65941262999996, 138.90994848900004 -33.65221685499995, 138.90913448000003 -33.65003789299993, 138.906074643 -33.640481102999956, 138.9045364870001 -33.63443116299993, 138.90424088800012 -33.63135303399997, 138.90417771700004 -33.62774374299994, 138.90413095100007 -33.62612396999998, 138.90397004800002 -33.625624037999955, 138.90382268100007 -33.625434309999946, 138.90370986300002 -33.62497169699998, 138.89485395200006 -33.61335689499998, 138.89299530300002 -33.61007347299994, 138.89179319400012 -33.60478991399998, 138.89091146300007 -33.58862365999994, 138.88800340500006 -33.57818785899997, 138.88777459100004 -33.57718513999998, 138.88772621600003 -33.576060446999975, 138.8878352370001 -33.575358164999955, 138.8882614690001 -33.573403740999936, 138.88884339800006 -33.571832893999954, 138.8917929170001 -33.553065568999955, 138.8928231740001 -33.54790855099998, 138.8959228750001 -33.52835947899996, 138.89580760500007 -33.525683526999956, 138.89685973200005 -33.51889469399998, 138.89766780000002 -33.51397719299996, 138.8985307810001 -33.50280572999998, 138.89843661200007 -33.49954649799997, 138.89796650300002 -33.498318078999944, 138.8973542650001 -33.49701618299997, 138.8960382780001 -33.49336670399998, 138.89534095500005 -33.49008691499995, 138.89507555300008 -33.48823091299994, 138.89446623900005 -33.48591923399994, 138.89338751200012 -33.483466421999935, 138.8925935410001 -33.482247755999936, 138.89014434800004 -33.479176148999954, 138.88870547700003 -33.476967137999964, 138.88358803300002 -33.471102076999955, 138.88308357900007 -33.47014649199997, 138.882992445 -33.46910067299996, 138.88296249200005 -33.46840253299996, 138.88419192800006 -33.46250147599994, 138.8859755100001 -33.453321406999976, 138.887092488 -33.44804504499996, 138.89059382300002 -33.43034692699996, 138.89104715500002 -33.427964172999964, 138.8911659690001 -33.42749461899996, 138.8917469160001 -33.42592361599998, 138.89250695200008 -33.42205590999998, 138.89258801800008 -33.418271954999966))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIGHTON STATION SIDETRACK 01,BROAD,KEOLIS DOWNER PTY LTD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.000518038,"MULTILINESTRING ((138.51999363000004 -35.023441171999934, 138.51988318200006 -35.02318650899997, 138.51978259500004 -35.02296810299998))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIGHTON STATION SIDETRACK 02,BROAD,KEOLIS DOWNER PTY LTD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.000975503,"MULTILINESTRING ((138.52027111100006 -35.02381193399998, 138.5201069310001 -35.02355617099994, 138.51993651200007 -35.02324619399997, 138.51978259500004 -35.02296810299998))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWTOWN - WALLAROO,DUAL,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.019540715,"MULTILINESTRING ((137.6268425620001 -33.93147869499995, 137.6255985680001 -33.93026213299993, 137.62478914500002 -33.92948894699998, 137.62433204 -33.929230539999935, 137.62353533200007 -33.92888020199996, 137.62283674700006 -33.92863894699997, 137.6221482940001 -33.92844491499994, 137.6217620760001 -33.92840894699998, 137.62136443600002 -33.92843158699998, 137.61817223600008 -33.92971639099994, 137.61742586700007 -33.92999924199995, 137.61525640000002 -33.93022519799996, 137.6148307640001 -33.930362841999965, 137.61424705800005 -33.93065531499997, 137.61386026000002 -33.93093090699995, 137.61332044100004 -33.931535449999956, 137.61298504100012 -33.932176899999945, 137.61275557600004 -33.93256967199994, 137.61262237000005 -33.93296050799995, 137.6124923960001 -33.93345836299994, 137.6124268200001 -33.93396832199994, 137.61245840900006 -33.93450300599994, 137.612564764 -33.93484881099994, 137.61276958700012 -33.93554074499997))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMMINS - KIMBA,NARROW,AURIZON BULK CENTRAL PTY LTD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWW03,0.285288376,"MULTILINESTRING ((136.05222732000004 -34.17288250799993, 136.05234135000012 -34.17279465399997, 136.0566852920001 -34.16937829999995, 136.05754073800006 -34.16878591999995, 136.058025734 -34.16847133899995, 136.05966796300004 -34.16756190399997, 136.06206748700004 -34.16627588999995, 136.06283946500002 -34.165923101999965, 136.0634409590001 -34.16573897099994, 136.06404315600003 -34.16561456699998, 136.066181421 -34.16533419899997, 136.06688435600006 -34.16522090299998, 136.0676936750001 -34.164981445999956, 136.06869661400003 -34.16452468999995, 136.06937150800002 -34.16406545299998, 136.06965566500003 -34.16378832199996, 136.07019409100008 -34.16313872699993, 136.09741896800006 -34.12950360299993, 136.10574030100008 -34.11921042299997, 136.10609645500006 -34.11873425199997, 136.10636748000002 -34.118344830999945, 136.10653534800008 -34.117977792999966, 136.1066602100001 -34.11761828999994, 136.10676296200006 -34.11720709799994, 136.1068359310001 -34.11674899199994, 136.10682194600008 -34.116054117999965, 136.1067110770001 -34.11475034399996, 136.10656588200004 -34.11275865599998, 136.10650668800008 -34.11088753299998, 136.10643695300007 -34.109816544999944, 136.106180762 -34.10643642599996, 136.10647152800004 -34.10515921299998, 136.1072024990001 -34.10063189199997, 136.10767364100002 -34.097863236999956, 136.10790034800004 -34.09726256799996, 136.10813665900002 -34.09685909499996, 136.1084159610001 -34.096448083999974, 136.10868829000003 -34.09603022799996, 136.1088904290001 -34.09584952599994, 136.1094206580001 -34.09546453399997, 136.1099590550001 -34.095101486999965, 136.11170461900008 -34.09410441299997, 136.11245751500007 -34.09366783199994, 136.11302138400004 -34.09327587799993, 136.11351560900005 -34.09282716699994, 136.11396367400005 -34.092262852999966, 136.11432514900002 -34.09176681699995, 136.11446310400004 -34.09135775899995, 136.1146712960001 -34.09084606599998, 136.1154296960001 -34.0882895299999, 136.11562899600005 -34.08768562599994, 136.11575156000004 -34.08737869699996, 136.116032173 -34.086925160999954, 136.11625923100007 -34.086628761999975, 136.11647440100012 -34.08637838799996, 136.11706496400006 -34.08582846699994, 136.11789365700008 -34.08502796999994, 136.118473192 -34.08451637099995, 136.12011745200004 -34.08305535599993, 136.12026696200007 -34.08291314699994, 136.1218027220001 -34.081591377999985, 136.12241170400011 -34.08085331799998, 136.12271150000004 -34.08032384999996, 136.1228496020001 -34.07987132699998, 136.12292642500006 -34.07958390299996, 136.1229189820001 -34.07894526599995, 136.12272311900006 -34.07797815899994, 136.12253179000004 -34.07738494499995, 136.12238042600006 -34.07684748499997, 136.12233652600003 -34.076156399999945, 136.122359092 -34.07582266899993, 136.12258231900012 -34.07506796599995, 136.12280055400004 -34.07455296699993, 136.12291866700002 -34.07436492499994, 136.12313331000007 -34.07407630599994, 136.12353076800002 -34.07370963599993, 136.12398612700008 -34.07338069799994, 136.12439141400012 -34.073172270999976, 136.12518504800005 -34.07280634799997, 136.125698542 -34.07253425199997, 136.126028506 -34.07228286299994, 136.126528473 -34.071848382999974, 136.12689049100004 -34.071405538999954, 136.12713789500003 -34.07098280699995, 136.12731578600005 -34.070512882999935, 136.12744057600003 -34.06976186299994, 136.12747424000008 -34.06918367399993, 136.12736565000012 -34.06867470699996, 136.12711229600006 -34.06801394799993, 136.12627376600005 -34.06547166499996, 136.12616910400004 -34.064530514999944, 136.12624757800006 -34.06390050599998, 136.12632140300002 -34.06357228999997, 136.12643289200003 -34.063303676999965, 136.12684128400008 -34.06267928799997, 136.1288283030001 -34.05990851799993, 136.13024814400012 -34.05799005499995, 136.13038407300007 -34.05777035099993, 136.13145344600002 -34.05634180799996, 136.1319478700001 -34.055704222999964, 136.132571578 -34.05497056399997, 136.1331575170001 -34.054491895999945, 136.134306379 -34.05375991099993, 136.13490305300002 -34.053264801999944, 136.13547536600004 -34.05260976899996, 136.13599530600004 -34.05173842499994, 136.13621046800006 -34.05107871599995, 136.1362635900001 -34.05034228699998, 136.13623354600008 -34.04957766199993, 136.13580726700002 -34.04756934599993, 136.13572795800007 -34.04697260699993, 136.1357501760001 -34.04645861999995, 136.13592941600007 -34.04564814899993, 136.13603149800008 -34.04534759399996, 136.13805025700003 -34.040552944999945, 136.13831434400004 -34.04000418499993, 136.13862946300003 -34.03947260399997, 136.13906291600006 -34.038922355999944, 136.14168335300008 -34.03572808699994, 136.14261853900007 -34.03461494299995, 136.14292151000006 -34.03435731299993, 136.14385276200005 -34.033737257999974, 136.1484794810001 -34.03153768799996, 136.15067299200007 -34.03049188799997, 136.15129053900012 -34.03019744799997, 136.15549025100006 -34.02819494499994, 136.15760613100008 -34.026833273999955, 136.1601153480001 -34.02511117499995, 136.16199270200002 -34.023479520999956, 136.16535047900004 -34.020304848999956, 136.1665557550001 -34.01879825999998, 136.17009488700012 -34.01227833799993, 136.17037499000003 -34.01175005399995, 136.17064198600008 -34.011317479999946, 136.1709384500001 -34.01094438399997, 136.1712927650001 -34.01060661199995, 136.1716341330001 -34.01037649799997, 136.17206048900005 -34.01006197099997, 136.1857251250001 -34.00281612499998, 136.18666547100008 -34.002317612999946, 136.18706383300002 -34.002063034999935, 136.18740481300006 -34.001808980999954, 136.18785897500004 -34.00143439999994, 136.1884113420001 -34.000891628999966, 136.18941563700002 -33.99980699899993, 136.1992849940001 -33.98894986999994, 136.1998644670001 -33.988299248999965, 136.20190052700002 -33.98608172599995, 136.20249398700003 -33.98540706299997, 136.20294672500006 -33.98493684099998, 136.20341444000007 -33.98451427599997, 136.20403896200003 -33.984018556999956, 136.20491972000002 -33.98337706199993, 136.22595237100006 -33.96813082399996))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIGHTON STATION SIDETRACK 03,BROAD,KEOLIS DOWNER PTY LTD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.000637053,"MULTILINESTRING ((138.51903828700006 -35.02073080699995, 138.51902084000005 -35.02035634699996, 138.51900546600007 -35.020094610999934))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTER HARBOR LINE,BROAD,KEOLIS DOWNER PTY LTD,AUSTRALIAN NATIONAL RAILWAYS COMMISSION,RWA04,0.001430099,"MULTILINESTRING ((138.58469103200002 -34.91576581499993, 138.58443770400004 -34.91542483199993, 138.58417672200005 -34.91504101999993, 138.58387065600004 -34.91462025199996, 138.58385861800002 -34.91460320999994))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAWLER - ADELAIDE,BROAD,KEOLIS DOWNER PTY LTD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.001400854,"MULTILINESTRING ((138.58391926600007 -34.91458580799997, 138.58437967500004 -34.91523436799997, 138.58473011900003 -34.91572813399995))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COONAMIA - PORT AUGUSTA,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,AUSTRALIAN RAIL TRACK CORPORATION LTD.,RWN08,0.000905311,"MULTILINESTRING ((137.76805069800002 -32.49662638099994, 137.76789680000002 -32.496284050999975, 137.76774274800005 -32.49577695599993))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICHI RICHI RAIL,NARROW,PICHI RICHI R.P.S.,AUSTRALIAN RAIL TRACK CORPORATION LTD.,PRR01,0.002420318,"MULTILINESTRING ((137.7674295700001 -32.49407701399997, 137.7681499690001 -32.49638763399997))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICHI RICHI RAIL,NARROW,PICHI RICHI R.P.S.,AUSTRALIAN RAIL TRACK CORPORATION LTD.,PRR01,0.000182546,"MULTILINESTRING ((137.7681499690001 -32.49638763399997, 137.76820430400005 -32.496561905999954))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICHI RICHI RAIL,NARROW,PICHI RICHI R.P.S.,AUSTRALIAN RAIL TRACK CORPORATION LTD.,PRR01,0.019664854,"MULTILINESTRING ((137.76820430400005 -32.496561905999954, 137.768256478 -32.49678250499994, 137.7683379460001 -32.49703138999996, 137.76847757000007 -32.49732239399998, 137.76867301700008 -32.49757844199996, 137.768954892 -32.497871173999954, 137.76918867200004 -32.498078186999976, 137.76954969200006 -32.49835473799993, 137.77012933800006 -32.49871330099995, 137.77082384300002 -32.499107925999965, 137.7717635130001 -32.49970930899997, 137.77510777300006 -32.50195026399996, 137.77543836000007 -32.50215997699996, 137.77583162200006 -32.50237314499998, 137.7761893180001 -32.50253888599997, 137.77650649500004 -32.50268140399993, 137.7769379450001 -32.502840713999944, 137.7773170700001 -32.50296260099998, 137.77782183700003 -32.503101027999946, 137.77819396200005 -32.50317968299993, 137.77861724900004 -32.503257220999956, 137.77891401400007 -32.50328931299998, 137.77935828300008 -32.50330854699996, 137.77983112200002 -32.50333197899994, 137.78065247300003 -32.503405647999955, 137.78130560700004 -32.50337211599998, 137.78232750300003 -32.50330642999995, 137.7855651870001 -32.50310304499993))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
