track_name,track_gauge,track_ownership,land_ownership,railcode,shape_Length,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELICAN POINT LINE,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,"MINISTER FOR CLIMATE, ENVIRONMENT AND WATER",RWA09,0.000873548,"MULTILINESTRING ((138.50404325600005 -34.78843547399998, 138.50405087900003 -34.78756195899996))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELICAN POINT LINE,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,"MINISTER FOR CLIMATE, ENVIRONMENT AND WATER",RWA09,0.015040202,"MULTILINESTRING ((138.50405087900003 -34.78756195899996, 138.504085163 -34.78363281899993, 138.50411167200002 -34.78081180099997, 138.504163134 -34.775334732999966, 138.50416358100006 -34.77521041099993, 138.50416099500012 -34.775149117999945, 138.50415619300009 -34.775089417999936, 138.50414925600012 -34.775031044999935, 138.50413410400006 -34.774944913999946, 138.50411462400007 -34.77486075099995, 138.50409926800012 -34.77480629099995, 138.50406951600007 -34.774716016999946, 138.50404684300008 -34.774658571999964, 138.5040090990001 -34.77457518199998, 138.50398149300008 -34.774520947999974, 138.50393810100002 -34.77444440299996, 138.5038908130001 -34.77436958199996, 138.50383944700002 -34.77429765499994, 138.50380224700007 -34.774249862999966, 138.5037419260001 -34.77417858899997, 138.50370044600004 -34.774133339999935, 138.5036382720001 -34.77407086799997, 138.50356806600007 -34.77400652599994, 138.5035174620001 -34.77396349299994, 138.50347294900007 -34.77392819099998, 138.5034039200001 -34.773876944999984, 138.50335603400003 -34.77384405599997, 138.50325717200008 -34.773781260999954, 138.5031775100001 -34.77373656499998, 138.50312384500012 -34.77370828299996, 138.5030160550001 -34.77365713199998, 138.5029349030001 -34.77362292399994, 138.50279484400005 -34.77356991399995, 138.50259432400003 -34.77350012199997, 138.5024847620001 -34.77345595199995, 138.50241096500008 -34.77342279499993))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTERN PDE SIDETRACK 12,DUAL,PRIVATE,PRIVATE,,0.004856469,"MULTILINESTRING ((138.51544244000002 -34.830031685999984, 138.51536139300003 -34.82997358599994, 138.51522863800005 -34.82987680399998, 138.51499165600012 -34.829708754999956, 138.51486699300006 -34.82960224999994, 138.5147842890001 -34.82952562699995, 138.51469649000012 -34.82943002799993, 138.51462788100002 -34.82934346899998, 138.5145521180001 -34.829222458999936, 138.51451176000012 -34.82915425699997, 138.51448942900004 -34.829102294999984, 138.51442765800005 -34.82892685999997, 138.5143688830001 -34.82873223399997, 138.51417752200007 -34.82807475299995, 138.514039238 -34.82776542599993, 138.51386730600007 -34.82751851199998, 138.51374989400006 -34.82738990499996, 138.51357218200008 -34.82723302199997, 138.51335145100006 -34.82707525699993, 138.5130851020001 -34.82688951399996, 138.5124209490001 -34.826470265999944))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELAIDE - OUTER HARBOR,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,AUSTRALIAN RAIL TRACK CORPORATION LTD.,,0.019592112,"MULTILINESTRING ((138.50808422700004 -34.811498573999984, 138.50807350800005 -34.81114671199998, 138.508083112 -34.810752874999935, 138.50808128200003 -34.80887306599993, 138.50806441600002 -34.80860422699993, 138.50803451700006 -34.80840305899994, 138.50798965100012 -34.80822041699997, 138.50789853900005 -34.807979460999945, 138.50771786400003 -34.80761661499997, 138.5070128960001 -34.806216538999934, 138.50600077400009 -34.80419029299998, 138.50542895 -34.803061111999966, 138.50534363200006 -34.80288731899998, 138.50526782100007 -34.802715862999946, 138.5052119490001 -34.80257235399995, 138.50516770100012 -34.80240522999998, 138.5051357970001 -34.80223259999997, 138.50511753500007 -34.80200781399998, 138.50508791700008 -34.80125510499994, 138.50507269500008 -34.80062888799995, 138.5050544390001 -34.800005340999974, 138.5049367260001 -34.795896580999965, 138.5049087850001 -34.79494702899996, 138.50489679600003 -34.794722073999935, 138.50487116400006 -34.79454927199998, 138.5048136150001 -34.79429837299995, 138.50420141400002 -34.79269743399993))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELAIDE - OUTER HARBOR,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,AUSTRALIAN RAIL TRACK CORPORATION LTD.,,0.002736161,"MULTILINESTRING ((138.50420141400002 -34.79269743399993, 138.5040763500001 -34.792377347999945, 138.5040157210001 -34.79219253499997, 138.5039763300001 -34.79198902799993, 138.503956871 -34.791813472999934, 138.50394741000002 -34.79157291299998, 138.50394876000007 -34.79128804399994, 138.5039603240001 -34.79054458099995, 138.5039734400001 -34.79039922499993, 138.5040150100001 -34.79016484699997, 138.5040295650001 -34.79000456799997))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLANVILLE TO BIRKENHEAD 03,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.007586425,"MULTILINESTRING ((138.5042347200001 -34.83271328099994, 138.50417368600006 -34.83247789, 138.504092323 -34.832235416999936, 138.5040480450001 -34.83203314599996, 138.50399909200007 -34.83148562899993, 138.50398316500002 -34.83134557499994, 138.50398711100001 -34.831214941999974, 138.50400420200003 -34.83098209499997, 138.50404206000007 -34.83076605599996, 138.5041735970001 -34.830279926999935, 138.50433060400007 -34.829704714999934, 138.50450854100006 -34.829084655999964, 138.50465930200005 -34.828492779999976, 138.50469902200007 -34.82833132899998, 138.50472078500002 -34.82818754099998, 138.50479765600005 -34.82755358399993, 138.50487425100005 -34.826928632999966, 138.50495295500002 -34.82624512999996, 138.50503077200005 -34.825579638999955, 138.50506917100006 -34.825269419999984))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELAIDE - OUTER HARBOR,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,AUSTRALIAN RAIL TRACK CORPORATION LTD.,,0.007692084,"MULTILINESTRING ((138.50406697300002 -34.78030140599998, 138.50407380900003 -34.77997250799996, 138.50407717000007 -34.779657060999966, 138.50408329800007 -34.779147852999984, 138.5040868110001 -34.77852139899994, 138.5040945830001 -34.777651634999984, 138.5041056980001 -34.77677292299995, 138.5041130090001 -34.776020339999945, 138.50411883100003 -34.775317308999945, 138.50410213600003 -34.77505553799995, 138.50403483600007 -34.774842054999965, 138.50396706900005 -34.77467490999993, 138.50390340800004 -34.77455232199998, 138.50377124600004 -34.774363594999954, 138.50360609000006 -34.77417381099997, 138.50339925000003 -34.77398635299994, 138.50320622200002 -34.77383368399995, 138.5029884500001 -34.773707516999934, 138.5027183410001 -34.773584779999965, 138.50241096500008 -34.77342279499993))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELAIDE - OUTER HARBOR,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,AUSTRALIAN RAIL TRACK CORPORATION LTD.,,0.00726636,"MULTILINESTRING ((138.50405087900003 -34.78756195899996, 138.5039941660001 -34.78725515399998, 138.5039871460001 -34.787076672999945, 138.50398822900002 -34.78694458499996, 138.50402662700003 -34.78369127199994, 138.50406697300002 -34.78030140599998))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLANVILLE TO BIRKENHEAD SIDETRACK 03,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,PRIVATE,,0.003764061,"MULTILINESTRING ((138.50546482200002 -34.823988751999934, 138.50516955900002 -34.824410574999945, 138.50491716800002 -34.82472541899995, 138.5047843870001 -34.82490298699997, 138.5046678860001 -34.825134221999974, 138.50460677600006 -34.82533204799995, 138.504565167 -34.825646709999944, 138.5045092460001 -34.82616390599998, 138.50444390100006 -34.82669894099996, 138.50442658300005 -34.82688789499997, 138.5044348030001 -34.82709089399998, 138.50444704900008 -34.82726242399997, 138.50443471800008 -34.82747852299997))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLANVILLE TO BIRKENHEAD SIDETRACK 04,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,PRIVATE,,0.002889175,"MULTILINESTRING ((138.50491716800002 -34.82472541899995, 138.50474737500008 -34.82488419799995, 138.50460551100002 -34.82507961099998, 138.50452114600012 -34.825294232999966, 138.50446791500008 -34.82551850599998, 138.5044665150001 -34.82575736899997, 138.5044787590001 -34.82592889899996, 138.5044093900001 -34.82649539999994, 138.50434167000003 -34.82712053199998, 138.50430504500002 -34.827462339999954))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLANVILLE TO BIRKENHEAD SIDETRACK 05,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,PRIVATE,,0.001947026,"MULTILINESTRING ((138.50446791500008 -34.82551850599998, 138.50441513200008 -34.82602224699997, 138.50433150700007 -34.82668761899998, 138.50423908200003 -34.82745197199995))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLANVILLE TO BIRKENHEAD 04,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,AUSTRALIAN RAIL TRACK CORPORATION LTD.,,0.001357157,"MULTILINESTRING ((138.50506917100006 -34.825269419999984, 138.5050935060001 -34.82501585899996, 138.50511102300004 -34.824872038999956, 138.50514496800008 -34.82470388699994, 138.50521213900004 -34.82449662199997, 138.50527306900005 -34.82435163899993, 138.50537762500005 -34.824134052999966, 138.50546482200002 -34.823988751999934))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLANVILLE TO BIRKENHEAD 04,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,AUSTRALIAN RAIL TRACK CORPORATION LTD.,,0.006868466,"MULTILINESTRING ((138.50546482200002 -34.823988751999934, 138.50582784200003 -34.823414431999936, 138.50610076200007 -34.82299633899993, 138.50638016200003 -34.82255584099994, 138.506647 -34.822146637999936, 138.5067238580001 -34.821999467999944, 138.50678590000007 -34.82185650699995, 138.50686007700006 -34.82160561599994, 138.50692673700007 -34.82130949599997, 138.50704634200008 -34.82079811099993, 138.5071422750001 -34.82040342999994, 138.50718349300007 -34.820282576999944, 138.50751232100004 -34.81880924899997, 138.50754273000007 -34.81860157699998, 138.5076315770001 -34.817591421999964))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELAIDE - OUTER HARBOR,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,AUSTRALIAN RAIL TRACK CORPORATION LTD.,,0.001041955,"MULTILINESTRING ((138.5076315770001 -34.817591421999964, 138.50771582900006 -34.81655287899997))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELAIDE - OUTER HARBOR,STANDARD,AUSTRALIAN RAIL TRACK CORPORATION,AUSTRALIAN RAIL TRACK CORPORATION LTD.,,0.005069645,"MULTILINESTRING ((138.50771582900006 -34.81655287899997, 138.5077939350001 -34.81559008599993, 138.50796590100003 -34.81350627499995, 138.50808489200006 -34.81211871499994, 138.50808422700004 -34.811498573999984))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
